Fighter_first,Fighter_last,Fighter_height,Fighter_weight,Fighter_reach,Fighter_wins,Fighter_losses,Fighter_draws,Fighter_nickname,Fighter_stance
Matt,Bessette,"5' 10""",145 lbs.,"70.0""",22,9,0,The Mangler,Orthodox
Khadzhi,Bestaev,"6' 6""",185 lbs.,"76.0""",10,4,0,Best,
Fernando,Bettega,--,170 lbs.,--,7,5,0,,
Arjan,Bhullar,"6' 1""",245 lbs.,"75.0""",9,1,0,,Orthodox
KB,Bhullar,"6' 4""",185 lbs.,"78.0""",8,2,0,The Bengal,Switch
Bibulatov,Magomed,"5' 5""",125 lbs.,"65.0""",14,2,0,Chaborz,Orthodox
David,Bielkheden,"5' 10""",155 lbs.,"71.0""",24,12,0,,Orthodox
Blake,Bilder,"5' 8""",145 lbs.,"68.0""",8,1,1,El Animal,Switch
Jonas,Bilharinho,"5' 11""",145 lbs.,"75.0""",9,1,1,,Switch
Jeremiah,Billington,"5' 9""",205 lbs.,--,11,2,0,,Orthodox
Scott,Bills,"5' 10""",170 lbs.,--,7,9,1,,
Anthony,Birchak,"5' 8""",135 lbs.,"69.0""",16,8,0,El Toro,Orthodox
Chris,Birchler,"6' 3""",205 lbs.,--,7,4,0,The Big Buck,Switch
Michael,Bisping,"6' 1""",185 lbs.,"75.0""",30,9,0,The Count,Orthodox
Amaury,Bitetti,"5' 9""",185 lbs.,--,5,2,0,,Orthodox
Caio,Bittencourt,"6' 0""",185 lbs.,"75.0""",14,7,0,Leao,Orthodox
Davi,Bittencourt,"5' 5""",135 lbs.,"65.0""",14,4,0,The Black,Orthodox
Simon,Biyong,--,205 lbs.,--,7,1,0,,
Jan,Blachowicz,"6' 2""",205 lbs.,"78.0""",29,10,1,,Orthodox
Jason,Black,"5' 8""",155 lbs.,--,23,4,1,The Black Legion,Orthodox
Brad,Blackburn,"5' 10""",170 lbs.,"73.0""",18,13,1,Bad Brad,Orthodox
Jason,Blackford,--,--,--,3,3,0,,
Tom,Blackledge,--,205 lbs.,--,10,7,0,,Orthodox
Sherrard,Blackledge,"5' 11""",155 lbs.,"75.0""",5,1,0,The Thriller,Orthodox
Da'Mon,Blackshear,"5' 10""",135 lbs.,"72.0""",14,6,1,The Monster,Switch
Erin,Blanchfield,"5' 4""",125 lbs.,"66.0""",12,1,0,Cold Blooded,Orthodox
Maximo,Blanco,"5' 8""",145 lbs.,"71.0""",12,8,1,Maxi,Orthodox
David,Blanco,"5' 7""",145 lbs.,--,2,0,0,,
Curtis,Blaydes,"6' 4""",265 lbs.,"80.0""",17,4,0,Razor,Orthodox
Tereza,Bleda,"5' 9""",125 lbs.,"71.0""",7,1,0,,Orthodox
Arlene,Blencowe,"5' 5""",145 lbs.,--,9,6,0,Angerfist,
Byron,Bloodworth,"5' 8""",135 lbs.,--,6,3,0,,Orthodox
Dashawn,Boatwright,"6' 0""",205 lbs.,--,3,1,0,"Buck, the 400-pound Silverback",Orthodox
Dan,Bobish,"6' 2""",345 lbs.,--,17,9,0,,Southpaw
Mark,Bocek,"5' 8""",155 lbs.,"75.0""",12,5,0,,Orthodox
Kyle,Bochniak,"5' 7""",145 lbs.,"70.0""",8,5,0,Killer B,Orthodox
James,Bochnovic,"6' 4""",205 lbs.,"81.0""",8,3,0,,Orthodox
Jeremy,Boczulak,--,--,--,0,2,0,,
Tim,Boetsch,"6' 0""",185 lbs.,"74.0""",21,13,0,The Barbarian,Orthodox
Galore,Bofando,"5' 11""",170 lbs.,"72.0""",5,3,0,,Switch
Jay,Bogan,--,145 lbs.,--,6,6,0,,
Roman,Bogatov,"5' 8""",155 lbs.,"73.0""",10,1,0,,Orthodox
Derek,Bohi,"6' 4""",260 lbs.,--,8,5,0,Marshmallow,
Jerry,Bohlander,"5' 11""",199 lbs.,--,11,4,0,,Orthodox
Mandy,Bohm,"5' 7""",125 lbs.,"71.0""",8,2,0,Monster,Orthodox
Kotetsu,Boku,"5' 9""",154 lbs.,--,25,11,2,,Orthodox
Gaston,Bolanos,"5' 7""",135 lbs.,"69.0""",7,3,0,The Dreamkiller,Orthodox
Kyle,Bolt,"6' 2""",185 lbs.,--,8,4,0,,
Denys,Bondar,"5' 6""",125 lbs.,"69.0""",16,5,0,Psycho,Orthodox
Luc,Bondole,"6' 2""",205 lbs.,--,5,2,2,,
Tony,Bonello,"6' 2""",185 lbs.,--,16,3,1,The Gun,
Gabriel,Bonfim,"6' 1""",170 lbs.,"72.0""",15,1,0,Marretinha,Orthodox
Ismael,Bonfim,"5' 8""",155 lbs.,"71.0""",19,4,0,Marreta,Orthodox
Jesse,Bongfeldt,"6' 0""",185 lbs.,--,16,5,1,Water,Orthodox
Marcos,Bonilla,"5' 10""",145 lbs.,--,4,4,0,Murder Marx,
Stephan,Bonnar,"6' 4""",205 lbs.,"79.0""",15,9,0,The American Psycho,Orthodox
Rogerio,Bontorin,"5' 5""",125 lbs.,"67.0""",16,4,0,,Orthodox
Ray,Borg,"5' 4""",135 lbs.,"63.0""",13,5,0,The Tazmexican Devil,Orthodox
Igor,Borisov,"6' 0""",235 lbs.,--,1,1,0,,Orthodox
Kevin,Borjas,"5' 5""",125 lbs.,"68.0""",9,2,0,El Gallo Negro,Orthodox
Calen,Born,"5' 8""",170 lbs.,"72.0""",7,1,0,,Switch
Caio,Borralho,"5' 10""",185 lbs.,"75.0""",15,1,0,The Natural,Southpaw
Zachary,Borrego,"6' 2""",185 lbs.,"78.0""",3,1,0,The Dragon,Switch
Viacheslav,Borshchev,"5' 11""",155 lbs.,"69.0""",7,3,1,Slava Claus,Orthodox
Tanner,Boser,"6' 2""",205 lbs.,"75.0""",21,10,1,The Bulldozer,Orthodox
Steve,Bosse,"5' 11""",205 lbs.,"72.0""",12,2,0,The Boss,Orthodox
Marcus,Bossett,"6' 1""",215 lbs.,--,1,3,0,The Grasshopper,Orthodox
Chris,Bostick,--,--,--,6,3,0,,
Poliana,Botelho,"5' 8""",125 lbs.,"67.0""",8,5,0,,Orthodox
Francois,Botha,"6' 2""",260 lbs.,--,0,1,0,White Buffalo,Orthodox
Gregory,Bouchelaghem,"6' 2""",183 lbs.,--,5,4,0,,Switch
Roy,Boughton,"6' 0""",205 lbs.,--,14,8,0,Black Dynamite,
Rich,Bouphanouvong,"5' 7""",170 lbs.,--,1,4,0,,
Mike,Bourke,"6' 0""",275 lbs.,--,10,16,1,The Rhino,Orthodox
Jess,Bouscal,--,155 lbs.,--,3,2,0,,
Tai,Bowden,"5' 11""",230 lbs.,--,1,1,0,,
Melton,Bowen,"6' 0""",225 lbs.,--,0,1,0,The Punisher,Orthodox
Kyron,Bowen,"6' 3""",185 lbs.,"73.0""",9,5,0,Bullseye,Orthodox
Brian,Bowles,"5' 7""",135 lbs.,"70.0""",10,3,0,,Orthodox
Roger,Bowling,"5' 9""",155 lbs.,"68.0""",12,6,0,Relentless,Orthodox
Blake,Bowman,"6' 2""",170 lbs.,--,2,6,0,,
Ashe,Bowman,"5' 9""",155 lbs.,--,9,11,0,The Archer,
Anvar,Boynazarov,"5' 9""",145 lbs.,--,3,1,0,The Uzbek,Orthodox
Colley,Bradford,"5' 7""",145 lbs.,--,0,1,0,,
Kyle,Bradley,"5' 9""",155 lbs.,"71.0""",19,12,0,,Orthodox
Paul,Bradley,"5' 9""",170 lbs.,--,23,8,0,The Gentleman,Orthodox
Sean,Brady,"5' 10""",170 lbs.,"72.0""",15,1,0,,Orthodox
Ebenezer Fontes,Braga,"6' 0""",199 lbs.,--,13,7,2,Pitbull,Orthodox
Ramiz,Brahimaj,"5' 10""",170 lbs.,"72.0""",10,4,0,,Orthodox
Joe,Brammer,"5' 8""",155 lbs.,--,7,3,1,The South Side Strangler,Orthodox
David,Branch,"6' 1""",185 lbs.,"78.0""",22,6,0,,Orthodox
Diego,Brandao,"5' 7""",145 lbs.,"64.0""",22,11,0,DB,Orthodox
Bruna,Brasil,"5' 6""",115 lbs.,"65.0""",9,3,1,,Orthodox
Michael,Bravo,--,155 lbs.,--,7,4,0,,
Martin,Bravo,"5' 8""",145 lbs.,"71.0""",11,3,0,El Toro,Southpaw
Roman,Bravo-Young,--,205 lbs.,--,0,1,0,,
Mike,Breeden,"5' 10""",155 lbs.,"70.0""",11,6,0,Money,Orthodox
Tom,Breese,"6' 3""",185 lbs.,"73.0""",12,3,0,,Southpaw
Elves,Brener,"5' 10""",155 lbs.,"72.0""",16,3,0,,Orthodox
Chris,Brennan,"5' 8""",170 lbs.,--,21,13,1,The Westside Strangler,Orthodox
Charlie,Brenneman,"5' 10""",155 lbs.,"70.0""",19,8,0,The Spaniard,Orthodox
Robert,Breslin,"5' 11""",155 lbs.,--,3,9,0,The Bullet,
Mack,Brewer,--,205 lbs.,--,0,1,0,,
Marcos,Brigagao,"6' 3""",205 lbs.,"76.0""",11,1,0,Ironside,Southpaw
Jason,Brilz,"5' 11""",205 lbs.,"71.0""",22,6,1,Hitman,Orthodox
Marcus,Brimage,"5' 4""",135 lbs.,"71.0""",7,7,0,The Bama Beast,Southpaw
Aaron,Brink,"6' 3""",205 lbs.,--,26,26,0,,Orthodox
Henry,Briones,"5' 8""",135 lbs.,"69.0""",16,8,1,Bure,Orthodox
Marcelo,Brito,"6' 1""",170 lbs.,--,13,8,0,Jungle Boy,Orthodox
Joanderson,Brito,"5' 8""",145 lbs.,"72.0""",15,3,1,Tubarao,Orthodox
Kaik,Brito,"5' 11""",170 lbs.,"72.0""",16,5,0,,Orthodox
Antwain,Britt,"6' 1""",205 lbs.,"77.0""",11,6,0,The Juggernaut,
Drew,Brokenshire,--,--,--,16,6,0,,
Mike,Bronzoulis,"6' 0""",155 lbs.,--,18,9,1,The Greek,
Jonathan,Brookins,"6' 0""",145 lbs.,"74.0""",16,10,0,,Southpaw
Will,Brooks,"5' 10""",155 lbs.,"72.0""",18,4,0,Ill,Orthodox
Jarred,Brooks,"5' 3""",125 lbs.,"62.0""",13,2,0,The Monkey God,Switch
Rob,Broughton,"6' 2""",265 lbs.,"74.0""",16,7,1,The Bear,Orthodox
Lee,Brousseau,"6' 1""",205 lbs.,--,5,3,0,Manimal,
Matt,Brown,"6' 0""",170 lbs.,"75.0""",26,19,0,The Immortal,Orthodox
Mike,Brown,"5' 6""",145 lbs.,"70.0""",26,9,0,,Orthodox
Dominic,Brown,"5' 11""",190 lbs.,--,16,23,0,,
Todd,Brown,"5' 11""",205 lbs.,--,16,4,0,Bulldog,Orthodox
Terrell,Brown,--,185 lbs.,--,3,1,0,,
Chris,Brown,--,170 lbs.,--,10,1,0,,
Frederick,Brown,"6' 0""",235 lbs.,--,3,2,0,,
Randy,Brown,"6' 3""",170 lbs.,"78.0""",17,5,0,Rudeboy,Orthodox
Damien,Brown,"5' 10""",155 lbs.,"68.0""",17,12,0,Beatdown,Orthodox
TJ,Brown,"5' 9""",145 lbs.,"72.0""",17,11,0,Downtown,Switch
Humberto,Brown Morrison,"5' 10""",145 lbs.,--,4,6,0,,
Travis,Browne,"6' 6""",255 lbs.,"79.0""",18,7,1,Hapa,Orthodox
Junie,Browning,"5' 9""",155 lbs.,--,5,6,0,,Orthodox
Jules,Bruchez,"6' 0""",205 lbs.,--,1,2,0,,Southpaw
Justin,Bruckmann,"5' 9""",170 lbs.,--,7,3,0,Loaf,Orthodox
Cody,Brundage,"6' 0""",185 lbs.,"72.0""",9,5,0,,Orthodox
Steve,Bruno,"5' 10""",170 lbs.,--,15,6,0,Hollywood,Orthodox
Fernando,Bruno,"5' 6""",145 lbs.,--,15,4,0,Acougueiro,
Derek,Brunson,"6' 1""",185 lbs.,"77.0""",23,9,0,The One,Southpaw
Josh,Bryant,"5' 10""",185 lbs.,--,15,4,0,The Beast,Orthodox
Dennis,Bryant,"6' 0""",205 lbs.,--,5,2,0,The Beard,Orthodox
Robert,Bryczek,--,185 lbs.,--,17,5,0,,
Lukasz,Brzeski,"6' 4""",236 lbs.,"78.0""",8,4,1,The Bull,Orthodox
Justin,Buchholz,"6' 0""",155 lbs.,"73.0""",15,10,0,,Orthodox
Zak,Bucia,"5' 10""",170 lbs.,--,17,8,0,,
Courtney,Buck,"5' 10""",135 lbs.,--,12,11,0,,Orthodox
Joaquin,Buckley,"5' 10""",170 lbs.,"76.0""",17,6,0,New Mansa,Southpaw
Martin,Buday,"6' 4""",265 lbs.,"77.0""",13,1,0,Badys,Orthodox
Julia,Budd,"5' 7""",145 lbs.,"67.0""",10,2,0,,
Dylan,Budka,"6' 0""",185 lbs.,"75.0""",7,2,0,The Mindless Hulk,Switch
Mike,Budnik,"5' 9""",145 lbs.,"68.0""",13,4,0,,Orthodox
Francisco,Bueno,"5' 9""",225 lbs.,--,5,2,0,,Orthodox
Mayra,Bueno Silva,"5' 6""",135 lbs.,"66.0""",10,2,1,Sheetara,Orthodox
Paul,Buentello,"6' 2""",245 lbs.,"77.0""",35,17,0,The Headhunter,Orthodox
Modestas,Bukauskas,"6' 3""",205 lbs.,"78.0""",15,6,0,The Baltic Gladiator,Switch
Lee Kwan,Bum,"6' 2""",286 lbs.,--,0,1,0,,Orthodox
Josh,Bumgarner,"6' 1""",170 lbs.,--,6,4,0,,
Shawn,Bunch,"5' 5""",135 lbs.,--,7,3,0,Bunch the Great,
Felipe,Bunes,"5' 7""",125 lbs.,"69.0""",13,6,0,Felipinho,Orthodox
Shane,Burgos,"5' 11""",145 lbs.,"75.0""",15,3,0,Hurricane,Orthodox
Joshua,Burkman,"5' 10""",170 lbs.,"72.0""",28,16,0,The People's Warrior,Orthodox
Justin,Burlinson,"6' 1""",170 lbs.,"74.0""",6,1,0,,Switch
Mads,Burnell,"5' 8""",145 lbs.,"69.0""",9,3,0,,Orthodox
Mikey,Burnett,"5' 6""",170 lbs.,--,5,2,0,The Eastside Assassin,Orthodox
Kevin,Burns,"5' 10""",170 lbs.,"74.0""",12,7,0,The Fire,Orthodox
Gilbert,Burns,"5' 10""",170 lbs.,"71.0""",22,6,0,Durinho,Orthodox
Josh,Burns,"6' 1""",244 lbs.,--,8,10,0,The Hammer,
Herbert,Burns,"5' 9""",145 lbs.,"73.0""",11,4,0,The Blaze,Orthodox
Derrick,Burnsed,--,155 lbs.,--,1,0,3,,
Nah-Shon,Burrell,"5' 11""",170 lbs.,--,15,7,0,The Rock n Rolla,Orthodox
Martin,Buschkamp,"5' 9""",145 lbs.,--,9,0,0,,Orthodox
George,Bush,"6' 1""",205 lbs.,--,5,2,0,,
Bubba,Bush,"6' 0""",185 lbs.,--,8,3,0,The Fightin' Texas Aggie,Orthodox
Dakota,Bush,"5' 10""",155 lbs.,"73.0""",8,4,0,,Orthodox
Murilo,Bustamante,"6' 2""",183 lbs.,--,15,8,1,,Orthodox
Nick,Bustamante,"5' 9""",170 lbs.,--,5,3,0,,
Eduardo,Bustillos,"5' 8""",135 lbs.,--,5,3,0,,
Jason,Butcher,"6' 3""",185 lbs.,--,10,2,0,,
Todd,Butler,"6' 1""",200 lbs.,--,1,4,0,,Southpaw
Goldman,Butler,--,--,--,1,4,0,,
Ian,Butler,"5' 8""",155 lbs.,--,3,3,0,,
Raphael,Butler,"6' 3""",261 lbs.,--,9,2,1,The Silencer,
Jesse,Butler,"5' 10""",145 lbs.,"73.0""",12,5,0,,Orthodox
JP,Buys,"5' 5""",135 lbs.,"67.0""",9,6,0,Young Savage,Orthodox
Dennis,Buzukja,"5' 9""",145 lbs.,"70.0""",8,4,0,The Great,Switch
Charles,Byrd,"5' 10""",185 lbs.,"73.0""",10,7,0,Kid Dynamite,Orthodox
Steve,Byrnes,"6' 0""",170 lbs.,--,6,1,0,The Sergeant,Orthodox
Michael,Byrnes,"5' 11""",155 lbs.,--,5,3,0,,
Yan,Cabral,"5' 11""",155 lbs.,"73.0""",13,3,0,,Orthodox
Alvin,Cacdac,"5' 6""",125 lbs.,--,18,13,0,,Orthodox
Alex,Caceres,"5' 10""",145 lbs.,"73.0""",21,14,0,Bruce Leeroy,Southpaw
Vince,Cachero,"5' 6""",145 lbs.,"68.0""",7,4,0,The Anomaly,Orthodox
Priscila,Cachoeira,"5' 7""",125 lbs.,"65.0""",12,5,0,Zombie Girl,Orthodox
Travis,Calanoc,"5' 8""",145 lbs.,--,5,1,0,The Dark Knight,Orthodox
Ricky,Calatayud,"5' 9""",125 lbs.,--,16,2,0,,
Darrion,Caldwell,"5' 10""",135 lbs.,--,10,1,0,The Wolf,
Taylor,Callens,"5' 10""",155 lbs.,--,6,0,0,,
Cynthia,Calvillo,"5' 4""",115 lbs.,"64.0""",9,6,1,,Orthodox
Joe,Camacho,"5' 9""",155 lbs.,--,13,19,3,,Orthodox
Frank,Camacho,"5' 10""",155 lbs.,"73.0""",22,10,0,The Crank,Orthodox
Fabricio,Camoes,"5' 10""",155 lbs.,"71.0""",14,9,1,Morango,Orthodox
Chris,Camozzi,"6' 2""",185 lbs.,"75.0""",24,13,0,,Orthodox
Brian,Camozzi,"6' 2""",170 lbs.,"78.0""",7,5,0,Mantis,Orthodox
Ricky,Camp,"5' 7""",135 lbs.,--,11,4,0,2 Slick,
Mike,Campbell,"5' 9""",155 lbs.,--,13,4,0,The Beast,Southpaw
Thomas,Campbell,--,--,--,3,3,0,,
Shane,Campbell,"6' 0""",155 lbs.,"71.0""",14,6,0,Shaolin,Orthodox
Charlie,Campbell,"6' 0""",155 lbs.,"72.0""",8,2,0,The Cannibal,Orthodox
John,Campetella,"5' 9""",235 lbs.,--,0,1,0,,Orthodox
Wagner,Campos,"5' 6""",145 lbs.,--,12,10,0,Galeto,Southpaw
Derek,Campos,"5' 9""",155 lbs.,--,19,6,0,The Stallion,
Will,Campuzano,"5' 9""",125 lbs.,"70.0""",14,6,0,,Orthodox
Aleksa,Camur,"6' 1""",205 lbs.,"74.0""",6,3,0,,Orthodox
Chico,Camus,"5' 6""",125 lbs.,"66.0""",17,7,0,The King,Orthodox
Asbel,Cancio,"5' 10""",225 lbs.,--,0,1,0,,
Carlos,Candelario,"5' 8""",125 lbs.,"68.0""",8,3,0,The Cannon,Southpaw
Ronaldo,Candido,"5' 6""",125 lbs.,--,6,0,0,Pacman,Southpaw
Luiz,Cane,"6' 2""",185 lbs.,"77.0""",17,7,0,Banha,Southpaw
Guido,Cannetti,"5' 6""",135 lbs.,"68.0""",10,8,0,Ninja,Southpaw
Jared,Cannonier,"5' 11""",185 lbs.,"77.0""",17,6,0,The Killa Gorilla,Switch
Jose,Canseco,"6' 4""",240 lbs.,--,0,1,0,,Orthodox
Cody,Canterbury,"5' 8""",155 lbs.,--,1,10,0,,
Bo,Cantrell,"6' 2""",235 lbs.,--,10,10,0,Redrum,Orthodox
Steve,Cantwell,"6' 2""",185 lbs.,"75.0""",7,6,0,The Robot,Orthodox
Paul,Capaldo,"5' 7""",135 lbs.,--,6,0,0,,
Phil,Caracappa,"5' 8""",135 lbs.,"70.0""",6,1,0,The Hitman,Orthodox
Frank,Caracci,--,--,--,2,3,0,,
Gina,Carano,"5' 8""",145 lbs.,--,7,1,0,Conviction,Orthodox
Dos,Caras Jr.,"6' 4""",225 lbs.,--,9,5,0,,Orthodox
Bryan,Caraway,"5' 8""",135 lbs.,"68.0""",21,9,0,Kid Lightning,Orthodox
Remo,Cardarelli,--,135 lbs.,--,7,5,0,,
Phil,Cardella,"5' 11""",155 lbs.,--,8,5,0,,
Edgar,Cardenas,--,145 lbs.,--,4,1,0,Kitty Katt,
Chris,Cariaso,"5' 3""",125 lbs.,"64.0""",17,8,0,Kamikaze,Southpaw
Ronald,Carillo,--,125 lbs.,--,4,2,0,,
Rafael,Carino,"6' 8""",245 lbs.,--,2,1,1,,Orthodox
Don,Carlo-Clauss,--,170 lbs.,--,10,7,0,,
Antonio,Carlos Junior,"6' 2""",185 lbs.,"79.0""",11,5,0,Cara de Sapato,Orthodox
Spike,Carlyle,"5' 8""",145 lbs.,"71.0""",9,3,0,Alpha Ginger,Switch
Francis,Carmont,"6' 3""",205 lbs.,"78.0""",25,12,0,Limitless,Orthodox
Liz,Carmouche,"5' 6""",125 lbs.,"66.0""",13,7,0,Girlrilla,Orthodox
Roan,Carneiro,"5' 11""",170 lbs.,"76.0""",21,11,0,Jucao,Orthodox
Ariane,Carnelossi,"5' 2""",115 lbs.,"61.0""",14,3,0,Sorriso,Orthodox
Luana,Carolina,"5' 6""",125 lbs.,"69.0""",9,4,0,Dread,Orthodox
Tim,Caron,"6' 1""",185 lbs.,--,7,1,0,The Bear,Orthodox
Clayton,Carpenter,"5' 6""",125 lbs.,"66.0""",7,0,0,,Orthodox
Gabriel,Carrasco,"5' 6""",135 lbs.,--,7,0,0,,
Cody,Carrillo,"5' 10""",155 lbs.,--,11,16,0,,
Cain,Carrizosa,"5' 8""",155 lbs.,--,10,3,0,The Insane,Orthodox
Roger,Carroll,"5' 10""",170 lbs.,--,16,14,0,The Leprechaun,
Jonny,Carson,"5' 10""",155 lbs.,--,11,7,0,,
Scott,Carson,"6' 2""",215 lbs.,--,4,2,0,,
Shonie,Carter,"5' 10""",170 lbs.,--,51,31,7,Mr. International,Southpaw
Jack,Cartwright,"5' 9""",135 lbs.,"68.0""",10,1,0,,Orthodox
Bruno,Carvalho,"5' 8""",154 lbs.,--,10,5,0,,
Antonio,Carvalho,"5' 9""",145 lbs.,"70.0""",15,6,0,Pato,Orthodox
Rafael,Carvalho,"6' 3""",185 lbs.,--,14,1,0,,
Shane,Carwin,"6' 2""",265 lbs.,"80.0""",12,2,0,The Engineer,Orthodox
Johnny,Case,"5' 10""",155 lbs.,"72.0""",22,6,0,Hollywood,Orthodox
Kevin,Casey,"5' 11""",185 lbs.,"77.0""",9,5,2,King,Southpaw
Cortney,Casey,"5' 7""",125 lbs.,"67.0""",10,10,0,Cast Iron,Orthodox
Brandon,Cash,"6' 5""",255 lbs.,--,10,4,0,Money,Orthodox
Bendy,Casimir,"5' 5""",145 lbs.,--,20,14,2,,Southpaw
Dwayne,Cason,"5' 10""",212 lbs.,--,1,1,0,,Orthodox
Joe,Cason,"6' 3""",205 lbs.,--,9,1,0,,
John,Castaneda,"5' 6""",135 lbs.,"71.0""",21,6,0,Sexy Mexi,Switch
Eric,Castile,"5' 8""",145 lbs.,--,3,2,0,,
Gil,Castillo,"5' 9""",170 lbs.,--,8,5,0,,Southpaw
Danny,Castillo,"5' 9""",155 lbs.,"71.0""",17,10,0,Last Call,Orthodox
Raul,Castillo,"5' 11""",185 lbs.,--,7,1,0,,Orthodox
Jenna,Castillo,"5' 2""",125 lbs.,--,1,0,0,,
Tim,Catalfo,"5' 11""",235 lbs.,--,4,2,0,Obake,Orthodox
Nick,Catone,"6' 0""",185 lbs.,"72.0""",10,4,0,The Jersey Devil,Southpaw
Luke,Caudillo,"5' 7""",155 lbs.,--,17,17,0,Lil' Hulk,Orthodox
Gesias,Cavalcante,"5' 8""",155 lbs.,"71.0""",21,10,1,JZ,Orthodox
Rafael,Cavalcante,"6' 1""",205 lbs.,"74.0""",12,7,0,Feijao,Orthodox
Jacqueline,Cavalcanti,"5' 8""",135 lbs.,"70.0""",6,1,0,,Orthodox
Magnus,Cedenblad,"6' 5""",185 lbs.,"79.0""",14,5,0,Jycken,Orthodox
Yosdenis,Cedeno,"5' 8""",155 lbs.,"69.0""",10,6,1,Pink Panther,Orthodox
Henry,Cejudo,"5' 4""",135 lbs.,"64.0""",16,3,0,Triple C,Orthodox
Adam,Cella,"6' 2""",170 lbs.,--,6,8,0,El Naturel,
Vinicius,Cenci,"6' 1""",155 lbs.,"74.0""",7,2,0,Chambinho,Orthodox
Donald,Cerrone,"6' 1""",155 lbs.,"73.0""",36,17,0,Cowboy,Orthodox
Jared,Chaffee,"5' 10""",155 lbs.,--,5,2,0,,
Luan,Chagas,"6' 0""",170 lbs.,"75.0""",15,3,1,Tarzan,Orthodox
Edgar,Chairez,"5' 7""",125 lbs.,"71.0""",10,5,0,Puro Chicali,Orthodox
Ansar,Chalangov,"5' 9""",170 lbs.,--,14,5,0,,Orthodox
Alex,Chambers,"5' 3""",115 lbs.,"63.0""",5,5,0,Astro Girl,Southpaw
Michael,Chandler,"5' 8""",155 lbs.,"71.0""",23,8,0,Iron,Orthodox
Chelsea,Chandler,"5' 8""",145 lbs.,"68.0""",5,2,0,,Southpaw
Donnie,Chappell,"5' 11""",178 lbs.,--,0,1,0,,Southpaw
Joe,Charles,"6' 1""",260 lbs.,--,6,13,0,The Ghetto Man,Southpaw
Dan,Charles,"6' 2""",228 lbs.,--,10,6,1,The Man,
Morgan,Charriere,"5' 8""",145 lbs.,"69.0""",19,9,1,The Last Pirate,Orthodox
Ernest,Chavez,"5' 8""",145 lbs.,"70.0""",10,2,0,EJ,Orthodox
Emilio,Chavez,"5' 9""",145 lbs.,--,12,9,0,,
Danny,Chavez,"5' 8""",145 lbs.,"67.0""",11,5,1,The Colombian Warrior,Orthodox
Gabriel,Checco,"6' 1""",185 lbs.,--,10,2,0,Zangief,Switch
Albert,Cheng,"5' 11""",170 lbs.,--,7,4,0,,Orthodox
Fabio,Cherant,"6' 1""",205 lbs.,"74.0""",7,4,0,Water Buffalo,Southpaw
Ion,Cherdivara,--,205 lbs.,--,1,1,0,,
Mark,Cherico,"5' 7""",145 lbs.,"69.0""",11,1,0,The Pride of Bloomfield,Orthodox
Macy,Chiasson,"5' 11""",135 lbs.,"72.0""",9,3,0,,Orthodox
Michael,Chiesa,"6' 1""",170 lbs.,"75.0""",18,7,0,Maverick,Southpaw
Giga,Chikadze,"6' 0""",145 lbs.,"74.0""",15,3,0,Ninja,Orthodox
Khamzat,Chimaev,"6' 2""",185 lbs.,"75.0""",13,0,0,Borz,Orthodox
Sako,Chivitchian,"5' 11""",155 lbs.,--,8,1,0,,Orthodox
Mu Bae,Choi,"6' 2""",230 lbs.,--,12,6,0,,Orthodox
Hong Man,Choi,"7' 2""",330 lbs.,--,4,5,0,Techno Goliath,Orthodox
Dooho,Choi,"5' 10""",145 lbs.,"70.0""",14,4,1,The Korean Superboy,Orthodox
SeungWoo,Choi,"6' 0""",145 lbs.,"74.0""",11,6,0,Sting,Orthodox
SeungGuk,Choi,"5' 6""",125 lbs.,"64.0""",7,3,0,,Orthodox
John,Cholish,"5' 11""",155 lbs.,"74.0""",8,3,0,,Orthodox
Ryo,Chonan,"5' 9""",170 lbs.,"70.0""",22,13,0,Piranah,Orthodox
Katlyn,Chookagian,"5' 9""",125 lbs.,"68.0""",18,5,0,Blonde Fighter,Orthodox
Will,Chope,"6' 4""",145 lbs.,--,34,13,0,The Kill,Switch
Joachim,Christensen,"6' 3""",205 lbs.,"76.0""",14,6,0,,Orthodox
Dan,Christison,"6' 8""",265 lbs.,--,20,7,0,The Sandman,Orthodox
Anthony,Christodoulou,"5' 9""",155 lbs.,--,12,7,0,,Orthodox
Murad,Chunkaiev,"5' 11""",185 lbs.,--,8,4,0,,Orthodox
Cameron,Church,"5' 11""",155 lbs.,"72.0""",4,1,0,,Orthodox
Steven,Ciaccio,"6' 0""",170 lbs.,--,4,4,0,Stryker,
Mike,Ciesnolevicz,"6' 0""",235 lbs.,--,19,4,0,,Orthodox
Hannah,Cifers,"5' 1""",115 lbs.,"62.0""",10,7,0,Shockwave,Orthodox
Branko,Cikatic,"6' 1""",215 lbs.,--,0,2,0,,Orthodox
Nikolajus,Cilkinas,--,--,--,2,6,0,,Orthodox
Misha,Cirkunov,"6' 3""",205 lbs.,"77.0""",15,9,0,,Orthodox
Johnny,Cisneros,"5' 11""",170 lbs.,--,9,6,0,The Tattooed Terror,
Laverne,Clark,"5' 11""",170 lbs.,--,27,21,1,,Orthodox
Logan,Clark,"6' 2""",185 lbs.,--,18,6,0,,Orthodox
Mychal,Clark,"6' 3""",224 lbs.,--,10,14,0,,Orthodox
Dominic,Clark,"5' 10""",155 lbs.,--,10,7,0,,
